TITLE,AGE,YEAR,EPISODES,RUNTIME,TYPE,ORIGIN_COUNTRY,summary,RATING,genres,image_url
Perfect World,PG,2019,10,\N,tvSeries,Japan,"Tsugumi Kawana becomes an office lady who works at an interior design firm. She is young, excited and single. Coincidence brings her back in the company of her early high school crush Itsuki Ayukawa. They shake hands and are friends again. They begin spending time together again. He works as an architect now, but following a dismal accident is wheelchair-bound. —aghaemi",6.9,Romance,https://m.media-amazon.com/images/M/MV5BZjY3NDI2YTktNjhhNy00YTE0LThiMWUtMjBhYzdiODliNTRiXkEyXkFqcGdeQXVyMTE2MDU0NzAw._V1_FMjpg_UX1000_.jpg
Tai hong,13+,2010,1,100,movie,Thailand,"An omnibus film of four stories pulled straight from Thailand's most gruesome headlines. In ""Flame"", a man is haunted by regret and a ghost after he survives a nightclub fire that killed his girlfriend. In ""Imprison"", a prisoner questions his sanity after his cell-mate hangs himself. In ""Revenge"", a deaf-mute drug dealer murders a woman thief in his apartment, and makes the mistake of stashing her corpse in his apartment building's water duct. Finally, in the comic ""Haunting Motel"", an aging stripper-cum-prostitute, a gay guy and his straight friend end up in a hotel owned by a crazy old lady and haunted by a ladykiller. —Anonymous",4.4,"Horror,Thriller",https://m.media-amazon.com/images/M/MV5BYmNjMGRlNjQtYmUzOC00YjI5LTljOWUtYjY2OGM5MmFhZTY1XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX1000_.jpg
Joanna Lumley's Trans-Siberian Adventure,PG,2015,3,\N,tvSeries,United Kingdom,"Joanna Lumley takes a trip on the Trans-Siberian Express, a trip from Hong Kong to Moscow.",8.0,Documentary,https://m.media-amazon.com/images/M/MV5BNzQxNGY2ZDItMjliMC00ZmQ5LWFjZjgtZjY0OWM4NWQwZWZhXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_FMjpg_UX1000_.jpg
Centauro,PG-13,2022,1,\N,movie,Spain,"Rafa's hooked on the pure, fiery feelings he gets from speed racing, but when his kid's mom gets mixed up with drug dealers, he burns rubber to save her.",5.1,"Action,Crime,Thriller",https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
Perú: tesoro escondido,PG,2017,1,76,movie,Uruguay,"Perú: tesoro escondido is a documentary genre film about the secrets of Perú. The millinery culture of their ancestors, the beautiful landscapes, the tourist places and other places not yet discovered by the tourism and culinary culture, one of the richest in the world, stands out in this story. The documentary tells a story of a journey through culinary culture, beaches, the Amazon and the cultural heritage of the civilizations that inhabited Peru. Throughout the film, part of the geography and society of Peru is portrayed. The documentary focuses on five main areas: culinary culture, beaches, the Cordillera, the Amazon and the cultural heritage of ancient civilizations. This story focuses on highlighting the best known icons of the country, such as Machu Picchu, and others not so well known and difficult to access. The film is dressed with impressive images of the Ica desert and the sunrise in the Amazon jungle. —Trailer Films",6.1,Documentary,https://m.media-amazon.com/images/M/MV5BYzY4ZmY3NDMtZjI0Mi00MWZlLWFjNzMtNjAwMjg2ZjdjOWNmXkEyXkFqcGdeQXVyNDE5MDAwODc@._V1_FMjpg_UX1000_.jpg
Cristela Alonzo: Lower Classy,PG,2017,1,66,tvSpecial,United States,She's no stranger to breaking glass ceilings. She's also not opposed to cleaning them.,6.4,Comedy,https://m.media-amazon.com/images/M/MV5BMjM3NGUxNDctNjQ0Ni00OWJlLTk5ODEtMGNkYWU2YWI1OGVmXkEyXkFqcGdeQXVyMzAyNDIwNzY@._V1_FMjpg_UX1000_.jpg
Unboxing Ibai,PG,2020,1,\N,short,Spain,Short movie created in collaboration with Netflix to promote the release of PS5.,4.6,"Horror,Short",https://m.media-amazon.com/images/M/MV5BOGRhNDYxYWUtNmViOC00YmE4LTlkMTYtZWQwOWFiZWVlZGU5XkEyXkFqcGdeQXVyODUwNTE3OTY@._V1_FMjpg_UX1000_.jpg
Juana Brava,PG-13,2015,12,60,tvMiniSeries,Chile,"Juana Bravo is a young, single, attractive woman who, after being an accessory to a robbery, is forced to escape from the capital, taking her teen aged son Diego with her. The safest place for them to go is San Fermin, her hometown, about an hour away from the capital, where Juana finds not only a hiding place, but also reconnects with her past. This reconnection is personified by Ambrosio, her father and the mayor of San Fermin, with whom she had broken off relations fifteen years before. Soon Juana is going to discover that San Fermin, like many other small towns in Latin America, has become a sort of backyard to the capital and home to a large, unpopular, and undesired landfill. After saving a girl from a fire and becoming an unexpected heroine, Juana will be convinced that she can give something back to the welcoming community by working with her father on the city council. After a while, Juana will uncover a dark case of political corruption that directly involves her father and the powerful company that manages the town's landfill. This will lead her to become an inexperienced but convictional mayor, who courageously faces the various injustices that the town suffers. In the midst of enormous sacrifices to her personal life and family, Juana and her loyal team fight to mobilize the people and demand that central government put a stop to corruption. This conflict is coupled by her struggle to raise her son, who becomes more and more rebellious as the story unfolds, as well as dealing with a love triangle that forms between Juana, one of the town's police officers, and a former boyfriend from her youth. —Nimrod Amitai",7.0,Drama,https://m.media-amazon.com/images/M/MV5BMWQwNzk4OGMtYmI4OC00ZDFmLWFkNDctZDAwMjQ4NTBkYmI4XkEyXkFqcGdeQXVyMTUzNTMxNDU@._V1_FMjpg_UX1000_.jpg
Aman Ya Sahbi,13+,2017,1,79,movie,Egypt,The film revolves around two singers who live on Mohammed Ali Street with absent financial and social conditions. A friend of theirs suggests that they meet women from well-off families and marry them.,2.8,"Comedy,Musical",https://m.media-amazon.com/images/M/MV5BNGY5MTNhNGMtNGM5YS00M2VhLTg3YzgtODM2NDU3YzAxMDQ2XkEyXkFqcGdeQXVyNjgxMDA4OTI@._V1_FMjpg_UX1000_.jpg
Blockbuster,13+,2018,1,85,movie,France,"Dumped over a video he made to amuse his ailing dad, a heartsick Jérémy hatches and elaborate scheme to win back his superhero loving girlfriend Lola.",5.5,Comedy,https://m.media-amazon.com/images/M/MV5BZTE3YmRlMDQtOTczYi00NGIwLTljMzMtODRhNTk2N2RkZGFiXkEyXkFqcGdeQXVyODQ5NjEwODQ@._V1_FMjpg_UX1000_.jpg
Sea People,18+,1999,1,95,tvMovie,United States,"Hume Cronyn, Joan Gregson and Tegan Moss star in this dramatic fantasy about a teenage girl who wants to swim the English Channel. She soon meets an elderly couple who offer her advice, not realizing they have an different perspective on water than most people: they are, in fact, mermen and mermaids. —Logan Cayton",5.8,"Drama,Family,Fantasy",https://m.media-amazon.com/images/M/MV5BZDNiNzM3ODMtZDIyMy00Yzg4LThiNTgtY2E5Mjc5YTRmZDhjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_FMjpg_UX1000_.jpg
Bulbul Tarang,13+,1939,1,\N,movie,India,A bride tries to fight against the rules once she realizes that social barriers will prevent her fiancé from partaking in a celebratory wedding.,7.3,"Comedy,Drama,Romance",https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
Bangkok Love Stories: Plead,G,2019,13,\N,tvSeries,Thailand,-,7.3,Drama,https://m.media-amazon.com/images/M/MV5BZmMwMGNmMzEtMzE3Mi00YjRmLTljYWItMzcwYzFlYmQ2ZTU4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
DeMarcus Family Rules,13,2020,6,\N,tvSeries,United States,Rascal Flatts bassist Jay DeMarcus and ex-beauty queen Allison DeMarcus write their own rules for juggling family and fun in this reality show.,6.2,Reality-TV,https://m.media-amazon.com/images/M/MV5BNjg5ZWNjODctNDU1YS00ODk3LWE3MTEtZTUzODk0YTZiNTQzXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_FMjpg_UX1000_.jpg
Dead Kids,PG-13,2019,1,98,movie,Philippines,"Tired of being tormented by popular rich kid Chuck Santos, the boys hatch a plot to kidnap the bully and demand a sizable ransom from his drug lord father. Once their nefarious plan gets going though, they realize how much they were in over their heads",5.5,Thriller,https://m.media-amazon.com/images/M/MV5BMDIzNGNhMzItYWFiNS00Y2VlLWI2ZDMtYzRiYzFhZDYxMzBiXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_FMjpg_UX1000_.jpg
BG: Shinpen keigonin,PG-13,2018,16,54,tvMiniSeries,Japan,"Shimazaki Akira lives with his middle school student son. He used to work as a bodyguard, but, due to an incident, he now works as a security guard at a construction site. The private security company where he works establishes a new bodyguard division. Hiding his past as a bodyguard, Shimazaki Akira begins work as a novice bodyguard.",6.1,Drama,https://m.media-amazon.com/images/M/MV5BODE0NDczMGItYzRkNS00OWQ2LThkMDEtNzM0MTY1OGYxNjhhXkEyXkFqcGdeQXVyMzQ5MzAyMzI@._V1_FMjpg_UX1000_.jpg
A Little Help with Carol Burnett,PG-13,2018,12,23,tvSeries,United States,"With some help from Carol Burnett, kids dish out advice to celebrities and everyday people alike in front of a live audience.",6.3,Talk-Show,https://m.media-amazon.com/images/M/MV5BZWE5ODMxNWUtOWI1YS00N2QxLThlYmQtNzNjNDJlZTQ4MzJlXkEyXkFqcGdeQXVyMzIzNzMwMjk@._V1_FMjpg_UX1000_.jpg
Adam Devine: Best Time of Our Lives,PG,2019,1,58,tvSpecial,United States,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha.",5.8,Comedy,https://m.media-amazon.com/images/M/MV5BNjFiNjYwNGEtYmJmNy00N2UwLWI4MTItNTgxMTA5NWRmOGMxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
United Nation Three Decades of Drum & Bass,PG,2020,1,92,movie,United Kingdom,"EDM was born out of the Drum and Bass movement, which began in the early 1990's. The scene and its many style permutations have survived and thrived, and heavily influences Grime and the modern EDM arena.",8.0,Documentary,https://m.media-amazon.com/images/M/MV5BMmVmMWQzMWMtMjJmNC00OTU5LWFmNzktMThjZTQyNDFkNDcyXkEyXkFqcGdeQXVyMTg4NzkwMA@@._V1_FMjpg_UX1000_.jpg
Homies,PG,2015,1,100,movie,Netherlands,"After they accidentally get involved in a messy drugs conflict, four inept roommates need to sell 22 kilos of cocaine within a week to square things with the Russian mobsters they now owe money.",5.8,Comedy,https://m.media-amazon.com/images/M/MV5BMTY1MDIyMTg1MF5BMl5BanBnXkFtZTgwNDE3NjM4MzE@._V1_FMjpg_UX1000_.jpg
Western,18+,2015,1,92,movie,Mexico,"For generations, all that distinguished Eagle Pass, TX, from Piedras Negras, MX, was the Rio Grande. But when darkness descends upon these harmonious border towns, a cowboy and lawman face a new reality that threatens their way of life.",6.0,"Documentary,Western",https://m.media-amazon.com/images/M/MV5BNTQ0Mjc5NzcyMF5BMl5BanBnXkFtZTgwNDAwOTAyNDE@._V1_FMjpg_UX1000_.jpg
Demetri Martin: Live (At the Time),PG,2015,1,61,tvSpecial,United States,"Demetri shares his latest set of low-key yet surreal observations on life and language, including: signs, pets, the origin of cheese, hot dogs, footballs, tandem skydiving, hamster-chucking, fitted sheets, elevator faux pas, prune juice, the aerodynamics of crackers, the quantification of educated guesswork, the tribulations of salads, the unique rejective qualities of volleyball, the sneakiness of color schemes, the general uncoolness of indoor sports, the management of fart jokes, the happiness of folks and nope, abracadabra versus please, business versus beeswax, parent/child resemblances in the alphabet, shoe store mirrors, expiration dates, and the proper temperature of regards. —statmanjeff",7.4,"Comedy,Documentary",https://m.media-amazon.com/images/M/MV5BNjQ4NTQ2NzE1N15BMl5BanBnXkFtZTgwODc4ODA3NjE@._V1_FMjpg_UX1000_.jpg
Bolbol Hayran,13+,2010,1,110,movie,Egypt,"Bolbol, a rich man who is trying to take the hard decision of his future wife, meets the women who he believes is the perfect one for him but after a while he finds out she is not that good. By the same time he meets another woman and thinks if she is actually the perfect one for him. He then decides to leave the first one and get to know the other. He then loses his memory while being Engaged to the second girl, he meets his old fiancée and thinks she is better than his current one. He then decides to know both of them at the same time. While being engaged to both of them at the same time, they discover his play and decide to get him crazy by replacing names, roles, and families. Bolbol at last loses both of them and fall in love with another different woman, knowing that love cannot ever be measured by any means. —Mohamed Elsayed",6.4,"Comedy,Romance",https://m.media-amazon.com/images/M/MV5BOTA1YzU1MzAtMDFmNi00ZDc1LWI4MWMtNTc2Y2I3NWUwNWE4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Light in the Dark,18+,2020,1,105,movie,Nigeria,"In the face of unspeakable pain, a couple must find a way to live and love again",6.0,Thriller,https://m.media-amazon.com/images/M/MV5BODM3ZGZhMDMtYmQyNy00NzdiLTkwZWMtOGM3NTdlMGMzNmI3XkEyXkFqcGdeQXVyNDM5NDgwODk@._V1_FMjpg_UX1000_.jpg
Misfire,PG-13,2014,1,90,movie,United States,"Hardened DEA agent, Cole, descends into the dangerous underworld of Tijuana, Mexico in search of his journalist ex-wife who he believes has been abducted by a charismatic Cartel boss with aspirations for public office.",3.2,Action,https://m.media-amazon.com/images/M/MV5BMTY3MzExODY3MF5BMl5BanBnXkFtZTgwMjI2OTQwMzE@._V1_FMjpg_UX1000_.jpg
Thelma the Unicorn,PG,1978,1,\N,movie,United States,"When a rare pink and glitter-filled moment of fate makes Thelma the Pony's wish of being a unicorn come true, she rises to instant international pop-superstar stardom, but at an unexpected cost.",5.3,"Adventure,Animation,Comedy",https://m.media-amazon.com/images/M/MV5BNDFmZGNhNjYtYjI2Ni00ZDIwLTlmOTItYjBjMDhiZWRiMjk5XkEyXkFqcGdeQXVyODAyNTM3NjQ@._V1_FMjpg_UX1000_.jpg
Hurricane of Fun: The Making of Wet Hot,13+,2015,1,64,movie,United States,"In 2000, David Wain and Michael Showalter set out to make their first film Wet Hot American Summer. It was a low budget independent film and they cast their friends and a handful of unknown actors - many who were just starting out in the business. When it was originally released in 2001 it was panned by critics. Since then the film has become a cult classic and those friends have gone on to become some of the biggest names in comedy. During the original shoot, director Amy Rice had unprecedented access and shot over 25 hours of behind the scenes footage. None of this footage has been seen until now. —Anoymous",7.0,Documentary,https://m.media-amazon.com/images/M/MV5BMTQ3MDY4MzExN15BMl5BanBnXkFtZTgwNDc5OTE4NjE@._V1_FMjpg_UX1000_.jpg
ID-0,18+,2017,12,24,tvSeries,Japan,"I-Machines are the general term for robots that operate in extreme environments. While Alliance Academy student Mikuri Maya is in the middle of operating an I-Machine, she gets involved in an incident with pirates and ends up serving as a crew member on an excavation company's spaceship. —Source: ANN",6.1,"Action,Adventure,Animation",https://m.media-amazon.com/images/M/MV5BNGVmMWZmMjQtMjYyNC00OTIyLTlmMmMtYmEzZmI1YjEyYjVkXkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_FMjpg_UX1000_.jpg
Monty Don's Italian Gardens,PG-13,2011,4,59,tvSeries,United Kingdom,"In the British fascination with all things Italian, British garden enthusiast Monty Don travels through Italy visiting its gardens, specifically those which most Brits would consider ""Italian"" in style. He will find that in each of the four regions to which he travels (Rome and environs, Florence and environs, ""The South"" i.e. Naples and environs, and ""The North"" largely spanning from Venice to the lake country), the style will be different, developed at different time periods, and developed for different end purposes. He will also find that what is considered Italian in style true to its origins is not really the case, many gardens renovated especially in the early twentieth century working on what was seen which was the result of years if not decades or centuries of neglect. —Huggo",8.4,Documentary,https://m.media-amazon.com/images/M/MV5BOTlmMzkwNmEtMWQ1Mi00MTk0LThjMjgtNmEzMWNkOGE0ZmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Ghosts of Sugar Land,18+,2019,1,21,short,United States,A group of suburban Muslims attempt to reconcile the disappearance of a close friend and must learn to live with the consequences of his actions.,5.5,"Documentary,Short",https://m.media-amazon.com/images/M/MV5BM2Y0ZGZkMzktYjY5NS00M2I0LWEzNDUtZWE4NmFhNmY2MDkzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg
Loyiso Gola: Unlearning,G,2021,1,60,tvSpecial,South Africa,"South African comedian Loyiso Gola serves up filter-free humor as he riffs about race, identity, politics, and a school prank gone embarrassingly wrong!",5.9,Comedy,https://m.media-amazon.com/images/M/MV5BYzM4MjlkNGItNDllZi00NDAzLWFhMTUtZmM2YWQ4NDI3N2IzXkEyXkFqcGdeQXVyNzI1ODgyNDA@._V1_FMjpg_UX1000_.jpg
